Project/Group name,Provider,Established year,Years active,Last activity,# of contributors,Primary coding language,Language breakdown,Total LoC (est.),# of Repos,# of MRs/PRs,# of Merged,Avg LoC per MR,% Simple fixes,% Standard feature work,% Rich tasks,Other %,Automated %,# of Commits,CI/CD configured,CI systems,CI config files,CI jobs (approx),# of Pipelines/Runs,Pipeline success rate %,Avg pipeline duration (min),Unit test coverage %,Source files,Test files,Genuine test files,Suspicious test files,% Genuine tests,Test cases (approx),Assertions,AI/LLM detected,Primary LLM,LLM usage %,LLM usage basis,LLM breakdown,AI commits,Commits scanned (LLM),AI MRs/PRs,AI tool configs,License,License risk,Syntax valid % (py),Avg line length,Long lines %,Comment ratio %,Docstring % (py),Avg function length,Duplicate files %,Secrets found,PII emails,Eval contamination files,Quality score,Training suitability,Code availability,Is fork,Fork parent,Archived,Stars,First commit,Last commit,Active days,Active months,Commits per month,Longest gap (days),Busiest day % of commits,Single drop,Commit authors,Top author % of commits,Author email domains,Free-email commits %,Median commit msg length,Weak commit msgs %,Conventional commits %,Commits with issue ref %,MRs reviewed %,Avg review comments,Median days to merge,Review basis,Direct dependencies,Dependency manifest,Lockfile,Dockerfile,Build files,Pinned deps %,README words,README code blocks,Doc files,CONTRIBUTING,Type hint % (py),Minified files %,Non-ASCII comments %,Conflicting license files
PRODEXA-AI,local,2026,0,2026-08-23,1,TypeScript,TypeScript 96%; CSS 3%; HTML 0%; Python 0%,9726,1,,,,,,,,,10,No,,0,,,,,,40,0,0,0,,0,0,No,,0.0,0/10 commits,,0,10,,,NONE,no-license (all rights reserved),50.0,42.4,6.1,3.0,0.0,332.9,0.0,0,4,0,55.0,C,Local/offline repo,,,,,2026-08-22,2026-08-23,2,1,10.0,1.0,50.0,Yes,1,100.0,1,100.0,26.5,0.0,0.0,0.0,,,,,13,package.json,Yes,No,.env.example; package.json,,128,1,0,No,,0.0,1.4,0
